PRDHA,MAKTX,MATNR,EAN11
01-01-20054,Test Product 20054,MAT20054,400000020054
01-01-20055,Test Product 20055,MAT20055,400000020055
01-01-20056,Test Product 20056,MAT20056,400000020056
01-01-20057,Test Product 20057,MAT20057,400000020057
01-01-20058,Test Product 20058,MAT20058,400000020058
01-01-20059,Test Product 20059,MAT20059,400000020059
01-01-20060,Test Product 20060,MAT20060,400000020060
01-01-20061,Test Product 20061,MAT20061,400000020061
01-01-20062,Test Product 20062,MAT20062,400000020062
01-01-20063,Test Product 20063,MAT20063,400000020063
01-01-20064,Test Product 20064,MAT20064,400000020064
01-01-20065,Test Product 20065,MAT20065,400000020065
01-01-20066,Test Product 20066,MAT20066,400000020066
01-01-20067,Test Product 20067,MAT20067,400000020067
01-01-20068,Test Product 20068,MAT20068,400000020068
01-01-20069,Test Product 20069,MAT20069,400000020069
01-01-20070,Test Product 20070,MAT20070,400000020070
01-01-20071,Test Product 20071,MAT20071,400000020071
01-01-20072,Test Product 20072,MAT20072,400000020072
01-01-20073,Test Product 20073,MAT20073,400000020073
01-01-20074,Test Product 20074,MAT20074,400000020074
01-01-20075,Test Product 20075,MAT20075,400000020075
01-01-20076,Test Product 20076,MAT20076,400000020076
01-01-20077,Test Product 20077,MAT20077,400000020077
01-01-20078,Test Product 20078,MAT20078,400000020078
01-01-20079,Test Product 20079,MAT20079,400000020079
01-01-20080,Test Product 20080,MAT20080,400000020080
01-01-20081,Test Product 20081,MAT20081,400000020081
01-01-20082,Test Product 20082,MAT20082,400000020082
01-01-20083,Test Product 20083,MAT20083,400000020083
01-01-20084,Test Product 20084,MAT20084,400000020084
01-01-20085,Test Product 20085,MAT20085,400000020085
01-01-20086,Test Product 20086,MAT20086,400000020086
01-01-20087,Test Product 20087,MAT20087,400000020087
01-01-20088,Test Product 20088,MAT20088,400000020088
01-01-20089,Test Product 20089,MAT20089,400000020089
01-01-20090,Test Product 20090,MAT20090,400000020090
01-01-20091,Test Product 20091,MAT20091,400000020091
01-01-20092,Test Product 20092,MAT20092,400000020092
01-01-20093,Test Product 20093,MAT20093,400000020093
01-01-20094,Test Product 20094,MAT20094,400000020094
01-01-20095,Test Product 20095,MAT20095,400000020095
01-01-20096,Test Product 20096,MAT20096,400000020096
01-01-20097,Test Product 20097,MAT20097,400000020097
01-01-20098,Test Product 20098,MAT20098,400000020098
01-01-20099,Test Product 20099,MAT20099,400000020099
01-01-20100,Test Product 20100,MAT20100,400000020100
01-01-20101,Test Product 20101,MAT20101,400000020101
01-01-20102,Test Product 20102,MAT20102,400000020102
01-01-20103,Test Product 20103,MAT20103,400000020103
01-01-20104,Test Product 20104,MAT20104,400000020104
01-01-20105,Test Product 20105,MAT20105,400000020105
01-01-20106,Test Product 20106,MAT20106,400000020106
01-01-20107,Test Product 20107,MAT20107,400000020107
01-01-20108,Test Product 20108,MAT20108,400000020108
01-01-20109,Test Product 20109,MAT20109,400000020109
01-01-20110,Test Product 20110,MAT20110,400000020110
01-01-20111,Test Product 20111,MAT20111,400000020111
01-01-20112,Test Product 20112,MAT20112,400000020112
01-01-20113,Test Product 20113,MAT20113,400000020113
01-01-20114,Test Product 20114,MAT20114,400000020114
01-01-20115,Test Product 20115,MAT20115,400000020115
01-01-20116,Test Product 20116,MAT20116,400000020116
01-01-20117,Test Product 20117,MAT20117,400000020117
01-01-20118,Test Product 20118,MAT20118,400000020118
01-01-20119,Test Product 20119,MAT20119,400000020119
01-01-20120,Test Product 20120,MAT20120,400000020120
01-01-20121,Test Product 20121,MAT20121,400000020121
01-01-20122,Test Product 20122,MAT20122,400000020122
01-01-20123,Test Product 20123,MAT20123,400000020123
01-01-20124,Test Product 20124,MAT20124,400000020124
01-01-20125,Test Product 20125,MAT20125,400000020125
01-01-20126,Test Product 20126,MAT20126,400000020126
01-01-20127,Test Product 20127,MAT20127,400000020127
01-01-20128,Test Product 20128,MAT20128,400000020128
01-01-20129,Test Product 20129,MAT20129,400000020129
01-01-20130,Test Product 20130,MAT20130,400000020130
01-01-20131,Test Product 20131,MAT20131,400000020131
01-01-20132,Test Product 20132,MAT20132,400000020132
01-01-20133,Test Product 20133,MAT20133,400000020133
01-01-20134,Test Product 20134,MAT20134,400000020134
01-01-20135,Test Product 20135,MAT20135,400000020135
01-01-20136,Test Product 20136,MAT20136,400000020136
01-01-20137,Test Product 20137,MAT20137,400000020137
01-01-20138,Test Product 20138,MAT20138,400000020138
01-01-20139,Test Product 20139,MAT20139,400000020139
01-01-20140,Test Product 20140,MAT20140,400000020140
01-01-20141,Test Product 20141,MAT20141,400000020141
01-01-20142,Test Product 20142,MAT20142,400000020142
01-01-20143,Test Product 20143,MAT20143,400000020143
01-01-20144,Test Product 20144,MAT20144,400000020144
01-01-20145,Test Product 20145,MAT20145,400000020145
01-01-20146,Test Product 20146,MAT20146,400000020146
01-01-20147,Test Product 20147,MAT20147,400000020147
01-01-20148,Test Product 20148,MAT20148,400000020148
01-01-20149,Test Product 20149,MAT20149,400000020149
01-01-20150,Test Product 20150,MAT20150,400000020150
01-01-20151,Test Product 20151,MAT20151,400000020151
01-01-20152,Test Product 20152,MAT20152,400000020152
01-01-20153,Test Product 20153,MAT20153,400000020153
01-01-20154,Test Product 20154,MAT20154,400000020154
01-01-20155,Test Product 20155,MAT20155,400000020155
01-01-20156,Test Product 20156,MAT20156,400000020156
01-01-20157,Test Product 20157,MAT20157,400000020157
01-01-20158,Test Product 20158,MAT20158,400000020158
01-01-20159,Test Product 20159,MAT20159,400000020159
01-01-20160,Test Product 20160,MAT20160,400000020160
01-01-20161,Test Product 20161,MAT20161,400000020161
01-01-20162,Test Product 20162,MAT20162,400000020162
01-01-20163,Test Product 20163,MAT20163,400000020163
01-01-20164,Test Product 20164,MAT20164,400000020164
01-01-20165,Test Product 20165,MAT20165,400000020165
01-01-20166,Test Product 20166,MAT20166,400000020166
01-01-20167,Test Product 20167,MAT20167,400000020167
01-01-20168,Test Product 20168,MAT20168,400000020168
01-01-20169,Test Product 20169,MAT20169,400000020169
01-01-20170,Test Product 20170,MAT20170,400000020170
01-01-20171,Test Product 20171,MAT20171,400000020171
01-01-20172,Test Product 20172,MAT20172,400000020172
01-01-20173,Test Product 20173,MAT20173,400000020173
01-01-20174,Test Product 20174,MAT20174,400000020174
01-01-20175,Test Product 20175,MAT20175,400000020175
01-01-20176,Test Product 20176,MAT20176,400000020176
01-01-20177,Test Product 20177,MAT20177,400000020177
01-01-20178,Test Product 20178,MAT20178,400000020178
01-01-20179,Test Product 20179,MAT20179,400000020179
01-01-20180,Test Product 20180,MAT20180,400000020180
01-01-20181,Test Product 20181,MAT20181,400000020181
01-01-20182,Test Product 20182,MAT20182,400000020182
01-01-20183,Test Product 20183,MAT20183,400000020183
01-01-20184,Test Product 20184,MAT20184,400000020184
01-01-20185,Test Product 20185,MAT20185,400000020185
01-01-20186,Test Product 20186,MAT20186,400000020186
01-01-20187,Test Product 20187,MAT20187,400000020187
01-01-20188,Test Product 20188,MAT20188,400000020188
01-01-20189,Test Product 20189,MAT20189,400000020189
01-01-20190,Test Product 20190,MAT20190,400000020190
01-01-20191,Test Product 20191,MAT20191,400000020191
01-01-20192,Test Product 20192,MAT20192,400000020192
01-01-20193,Test Product 20193,MAT20193,400000020193
01-01-20194,Test Product 20194,MAT20194,400000020194
01-01-20195,Test Product 20195,MAT20195,400000020195
01-01-20196,Test Product 20196,MAT20196,400000020196
01-01-20197,Test Product 20197,MAT20197,400000020197
01-01-20198,Test Product 20198,MAT20198,400000020198
01-01-20199,Test Product 20199,MAT20199,400000020199
01-01-20200,Test Product 20200,MAT20200,400000020200
01-01-20201,Test Product 20201,MAT20201,400000020201
01-01-20202,Test Product 20202,MAT20202,400000020202
01-01-20203,Test Product 20203,MAT20203,400000020203
01-01-20204,Test Product 20204,MAT20204,400000020204
01-01-20205,Test Product 20205,MAT20205,400000020205
01-01-20206,Test Product 20206,MAT20206,400000020206
01-01-20207,Test Product 20207,MAT20207,400000020207
01-01-20208,Test Product 20208,MAT20208,400000020208
01-01-20209,Test Product 20209,MAT20209,400000020209
01-01-20210,Test Product 20210,MAT20210,400000020210
01-01-20211,Test Product 20211,MAT20211,400000020211
01-01-20212,Test Product 20212,MAT20212,400000020212
01-01-20213,Test Product 20213,MAT20213,400000020213
01-01-20214,Test Product 20214,MAT20214,400000020214
01-01-20215,Test Product 20215,MAT20215,400000020215
01-01-20216,Test Product 20216,MAT20216,400000020216
01-01-20217,Test Product 20217,MAT20217,400000020217
01-01-20218,Test Product 20218,MAT20218,400000020218
01-01-20219,Test Product 20219,MAT20219,400000020219
01-01-20220,Test Product 20220,MAT20220,400000020220
01-01-20221,Test Product 20221,MAT20221,400000020221
01-01-20222,Test Product 20222,MAT20222,400000020222
01-01-20223,Test Product 20223,MAT20223,400000020223
01-01-20224,Test Product 20224,MAT20224,400000020224
01-01-20225,Test Product 20225,MAT20225,400000020225
01-01-20226,Test Product 20226,MAT20226,400000020226
01-01-20227,Test Product 20227,MAT20227,400000020227
01-01-20228,Test Product 20228,MAT20228,400000020228
01-01-20229,Test Product 20229,MAT20229,400000020229
01-01-20230,Test Product 20230,MAT20230,400000020230
01-01-20231,Test Product 20231,MAT20231,400000020231
01-01-20232,Test Product 20232,MAT20232,400000020232
01-01-20233,Test Product 20233,MAT20233,400000020233
01-01-20234,Test Product 20234,MAT20234,400000020234
01-01-20235,Test Product 20235,MAT20235,400000020235
01-01-20236,Test Product 20236,MAT20236,400000020236
01-01-20237,Test Product 20237,MAT20237,400000020237
01-01-20238,Test Product 20238,MAT20238,400000020238
01-01-20239,Test Product 20239,MAT20239,400000020239
01-01-20240,Test Product 20240,MAT20240,400000020240
01-01-20241,Test Product 20241,MAT20241,400000020241
01-01-20242,Test Product 20242,MAT20242,400000020242
01-01-20243,Test Product 20243,MAT20243,400000020243
01-01-20244,Test Product 20244,MAT20244,400000020244
01-01-20245,Test Product 20245,MAT20245,400000020245
01-01-20246,Test Product 20246,MAT20246,400000020246
01-01-20247,Test Product 20247,MAT20247,400000020247
01-01-20248,Test Product 20248,MAT20248,400000020248
01-01-20249,Test Product 20249,MAT20249,400000020249
01-01-20250,Test Product 20250,MAT20250,400000020250
01-01-20251,Test Product 20251,MAT20251,400000020251
01-01-20252,Test Product 20252,MAT20252,400000020252
01-01-20253,Test Product 20253,MAT20253,400000020253
01-01-20254,Test Product 20254,MAT20254,400000020254
01-01-20255,Test Product 20255,MAT20255,400000020255
01-01-20256,Test Product 20256,MAT20256,400000020256
01-01-20257,Test Product 20257,MAT20257,400000020257
01-01-20258,Test Product 20258,MAT20258,400000020258
01-01-20259,Test Product 20259,MAT20259,400000020259
01-01-20260,Test Product 20260,MAT20260,400000020260
01-01-20261,Test Product 20261,MAT20261,400000020261
01-01-20262,Test Product 20262,MAT20262,400000020262
01-01-20263,Test Product 20263,MAT20263,400000020263
01-01-20264,Test Product 20264,MAT20264,400000020264
01-01-20265,Test Product 20265,MAT20265,400000020265
01-01-20266,Test Product 20266,MAT20266,400000020266
01-01-20267,Test Product 20267,MAT20267,400000020267
01-01-20268,Test Product 20268,MAT20268,400000020268
01-01-20269,Test Product 20269,MAT20269,400000020269
01-01-20270,Test Product 20270,MAT20270,400000020270
01-01-20271,Test Product 20271,MAT20271,400000020271
01-01-20272,Test Product 20272,MAT20272,400000020272
01-01-20273,Test Product 20273,MAT20273,400000020273
01-01-20274,Test Product 20274,MAT20274,400000020274
01-01-20275,Test Product 20275,MAT20275,400000020275
01-01-20276,Test Product 20276,MAT20276,400000020276
01-01-20277,Test Product 20277,MAT20277,400000020277
01-01-20278,Test Product 20278,MAT20278,400000020278
01-01-20279,Test Product 20279,MAT20279,400000020279
01-01-20280,Test Product 20280,MAT20280,400000020280
01-01-20281,Test Product 20281,MAT20281,400000020281
01-01-20282,Test Product 20282,MAT20282,400000020282
01-01-20283,Test Product 20283,MAT20283,400000020283
01-01-20284,Test Product 20284,MAT20284,400000020284
01-01-20285,Test Product 20285,MAT20285,400000020285
01-01-20286,Test Product 20286,MAT20286,400000020286
01-01-20287,Test Product 20287,MAT20287,400000020287
01-01-20288,Test Product 20288,MAT20288,400000020288
01-01-20289,Test Product 20289,MAT20289,400000020289
01-01-20290,Test Product 20290,MAT20290,400000020290
01-01-20291,Test Product 20291,MAT20291,400000020291
01-01-20292,Test Product 20292,MAT20292,400000020292
01-01-20293,Test Product 20293,MAT20293,400000020293
01-01-20294,Test Product 20294,MAT20294,400000020294
01-01-20295,Test Product 20295,MAT20295,400000020295
01-01-20296,Test Product 20296,MAT20296,400000020296
01-01-20297,Test Product 20297,MAT20297,400000020297
01-01-20298,Test Product 20298,MAT20298,400000020298
01-01-20299,Test Product 20299,MAT20299,400000020299
01-01-20300,Test Product 20300,MAT20300,400000020300
01-01-20301,Test Product 20301,MAT20301,400000020301
01-01-20302,Test Product 20302,MAT20302,400000020302
01-01-20303,Test Product 20303,MAT20303,400000020303
01-01-20304,Test Product 20304,MAT20304,400000020304
01-01-20305,Test Product 20305,MAT20305,400000020305
01-01-20306,Test Product 20306,MAT20306,400000020306
01-01-20307,Test Product 20307,MAT20307,400000020307
01-01-20308,Test Product 20308,MAT20308,400000020308
01-01-20309,Test Product 20309,MAT20309,400000020309
01-01-20310,Test Product 20310,MAT20310,400000020310
01-01-20311,Test Product 20311,MAT20311,400000020311
01-01-20312,Test Product 20312,MAT20312,400000020312
01-01-20313,Test Product 20313,MAT20313,400000020313
01-01-20314,Test Product 20314,MAT20314,400000020314
01-01-20315,Test Product 20315,MAT20315,400000020315
01-01-20316,Test Product 20316,MAT20316,400000020316
01-01-20317,Test Product 20317,MAT20317,400000020317
01-01-20318,Test Product 20318,MAT20318,400000020318
01-01-20319,Test Product 20319,MAT20319,400000020319
01-01-20320,Test Product 20320,MAT20320,400000020320
01-01-20321,Test Product 20321,MAT20321,400000020321
01-01-20322,Test Product 20322,MAT20322,400000020322
01-01-20323,Test Product 20323,MAT20323,400000020323
01-01-20324,Test Product 20324,MAT20324,400000020324
01-01-20325,Test Product 20325,MAT20325,400000020325
01-01-20326,Test Product 20326,MAT20326,400000020326
01-01-20327,Test Product 20327,MAT20327,400000020327
01-01-20328,Test Product 20328,MAT20328,400000020328
01-01-20329,Test Product 20329,MAT20329,400000020329
01-01-20330,Test Product 20330,MAT20330,400000020330
01-01-20331,Test Product 20331,MAT20331,400000020331
01-01-20332,Test Product 20332,MAT20332,400000020332
01-01-20333,Test Product 20333,MAT20333,400000020333
01-01-20334,Test Product 20334,MAT20334,400000020334
01-01-20335,Test Product 20335,MAT20335,400000020335
01-01-20336,Test Product 20336,MAT20336,400000020336
01-01-20337,Test Product 20337,MAT20337,400000020337
01-01-20338,Test Product 20338,MAT20338,400000020338
01-01-20339,Test Product 20339,MAT20339,400000020339
01-01-20340,Test Product 20340,MAT20340,400000020340
01-01-20341,Test Product 20341,MAT20341,400000020341
01-01-20342,Test Product 20342,MAT20342,400000020342
01-01-20343,Test Product 20343,MAT20343,400000020343
01-01-20344,Test Product 20344,MAT20344,400000020344
01-01-20345,Test Product 20345,MAT20345,400000020345
01-01-20346,Test Product 20346,MAT20346,400000020346
01-01-20347,Test Product 20347,MAT20347,400000020347
01-01-20348,Test Product 20348,MAT20348,400000020348
01-01-20349,Test Product 20349,MAT20349,400000020349
01-01-20350,Test Product 20350,MAT20350,400000020350
01-01-20351,Test Product 20351,MAT20351,400000020351
01-01-20352,Test Product 20352,MAT20352,400000020352
01-01-20353,Test Product 20353,MAT20353,400000020353
01-01-20354,Test Product 20354,MAT20354,400000020354
01-01-20355,Test Product 20355,MAT20355,400000020355
01-01-20356,Test Product 20356,MAT20356,400000020356
01-01-20357,Test Product 20357,MAT20357,400000020357
01-01-20358,Test Product 20358,MAT20358,400000020358
01-01-20359,Test Product 20359,MAT20359,400000020359
01-01-20360,Test Product 20360,MAT20360,400000020360
01-01-20361,Test Product 20361,MAT20361,400000020361
01-01-20362,Test Product 20362,MAT20362,400000020362
01-01-20363,Test Product 20363,MAT20363,400000020363
01-01-20364,Test Product 20364,MAT20364,400000020364
01-01-20365,Test Product 20365,MAT20365,400000020365
01-01-20366,Test Product 20366,MAT20366,400000020366
